,EU_Sales,Global_Sales,JP_Sales,NA_Sales,Other_Sales,genre,name,platform,publisher,rank,year
0,0.00,0.00,0.00,0.00,0.00,Action,Its a Penalty,iOS,N/A,90001,N/A
1,0.00,0.00,0.00,0.00,0.00,Action,Impossible Truck Tracks Driving Simulator,iOS,N/A,90002,N/A
2,0.00,0.00,0.00,0.00,0.00,Role-Playing,Shirokishi Monogatari: Inishie no Kodou - EX Edition,PS3,Sony Computer Entertainment,90003,2009
3,0.00,0.00,0.00,0.00,0.00,Platform,Crescent Pale Mist,PS3,Sony Online Entertainment,90004,2010
4,0.00,0.00,0.00,0.00,0.00,Misc,Drunk Santa,iOS,N/A,90005,N/A
5,0.00,0.00,0.00,0.00,0.00,Shooter,Galaxy Defender,iOS,N/A,90006,N/A
6,0.00,0.00,0.00,0.00,0.00,Action,The Magic Castle,iOS,N/A,90007,N/A
7,0.00,0.00,0.00,0.00,0.00,Action,Guess the Shadow Pair Quiz,iOS,N/A,90008,N/A
8,0.00,0.00,0.00,0.00,0.00,Action,Barrier RacingThe classic obstacle car game,iOS,N/A,90009,N/A
9,0.00,0.00,0.00,0.00,0.00,Action,Buitre Mal - Fighter Jet Simulator,iOS,N/A,90010,N/A
10,0.00,0.00,0.00,0.00,0.00,Action,Essentials of Clinical Geriatrics 7E,iOS,N/A,90011,N/A
11,0.00,0.00,0.00,0.00,0.00,Action,Multi Betline Super Casino - Play Las Vegas Games,iOS,N/A,90012,N/A
12,0.00,0.00,0.00,0.00,0.00,Action,Crunch Cookie,iOS,N/A,90013,N/A
13,0.00,0.00,0.00,0.00,0.00,Action,Catch Soccer Pro : Never Give Up!,iOS,N/A,90014,N/A
14,0.00,0.00,0.00,0.00,0.00,Action,Screen Machine - Slot Game,iOS,N/A,90015,N/A
15,0.00,0.00,0.00,0.00,0.00,Action,Seven-color candy-floating candies,iOS,N/A,90016,N/A
16,0.00,0.00,0.00,0.00,0.00,Action,Royal Classic Slots,iOS,N/A,90017,N/A
17,0.00,0.00,0.00,0.00,0.00,Action,Athlete Shave Salon Kid Games Girls & Boys,iOS,N/A,90018,N/A
18,0.00,0.00,0.00,0.00,0.00,Action,Haderslev Pizzahuset,iOS,N/A,90019,N/A
19,0.00,0.00,0.00,0.00,0.00,Action,Upright Go,iOS,N/A,90020,N/A
20,0.00,0.00,0.00,0.00,0.00,Action,Boold Moon Flight - Darkfall,iOS,N/A,90021,N/A
21,0.00,0.00,0.00,0.00,0.00,Misc,Oyaji Hunter Mahjong,3DO,Warp,90022,1995
22,0.00,0.00,0.00,0.00,0.00,Misc,UNO,iOS,Gameloft,90023,2009
23,0.00,0.00,0.00,0.00,0.00,Misc,Christmas Fighters,iOS,N/A,90024,N/A
24,0.00,0.00,0.00,0.00,0.00,Action,Bumper Buddies,iOS,N/A,90025,N/A
25,0.00,0.00,0.00,0.00,0.00,Role-Playing,Shadowrun Returns,OSX,Harebrained Schemes,90026,2013
26,0.00,0.00,0.00,0.00,0.00,Simulation,Pure Pool,XOne,N/A,90027,N/A
