,EU_Sales,Global_Sales,JP_Sales,NA_Sales,Other_Sales,genre,name,platform,publisher,rank,year
0,0.00,0.00,0.00,0.00,0.00,Action,Cafe Notes,iOS,N/A,100001,N/A
1,0.00,0.00,0.00,0.00,0.00,Action,????3D???:??????,iOS,N/A,100002,N/A
2,0.00,0.00,0.00,0.00,0.00,Action,Foco 2017,iOS,N/A,100003,N/A
3,0.00,0.00,0.00,0.00,0.00,Sports,NBA Live 99,PC,Electronic Arts,100004,1997
4,0.00,0.00,0.00,0.00,0.00,Misc,Sakata Goro Kudan no Renju Kyoushitsu,GB,Culture Brain,100005,1999
5,0.00,0.00,0.00,0.00,0.00,Misc,Private Idol Disc: Tokubetsu-Hen Race Queen G,SAT,Sada Soft,100006,1997
6,0.00,0.00,0.00,0.00,0.00,Action,Circus Charlie,NES,Soft Pro,100007,1986
7,0.00,0.00,0.00,0.00,0.00,Puzzle,Vehicle Word Match,iOS,N/A,100008,N/A
8,0.00,0.00,0.00,0.00,0.00,Shooter,Girl Fighter,iOS,N/A,100009,N/A
9,0.00,0.00,0.00,0.00,0.00,Action,SunRise United Methodist Church,iOS,N/A,100010,N/A
10,0.00,0.00,0.00,0.00,0.00,Action,Color Mania - Guess the Color!,iOS,N/A,100011,N/A
11,0.00,0.00,0.00,0.00,0.00,Action,Kids Thermo,iOS,N/A,100012,N/A
12,0.00,0.00,0.00,0.00,0.00,Action,EarthNight,PS4,N/A,100013,N/A
13,0.00,0.00,0.00,0.00,0.00,Action,"????-????,????,?????????",iOS,N/A,100014,N/A
14,0.00,0.00,0.00,0.00,0.00,Action,??? - dogmall,iOS,N/A,100015,N/A
15,0.00,0.00,0.00,0.00,0.00,Action,N-EM,iOS,N/A,100016,N/A
16,0.00,0.00,0.00,0.00,0.00,Action,????Pro - ???????APP,iOS,N/A,100017,N/A
17,0.00,0.00,0.00,0.00,0.00,Action,A Gunship Battle Race PRO,iOS,N/A,100018,N/A
18,0.00,0.00,0.00,0.00,0.00,Action,Pixel Worlds,iOS,N/A,100019,N/A
19,0.00,0.00,0.00,0.00,0.00,Action,Hover Stunts - Hoverboard Simulator,iOS,N/A,100020,N/A
20,0.00,0.00,0.00,0.00,0.00,Action,NthAr,iOS,N/A,100021,N/A
21,0.00,0.00,0.00,0.00,0.00,Action,Tiny Town - Position & Movement,iOS,N/A,100022,N/A
22,0.00,0.00,0.00,0.00,0.00,Action,Zakat Calculator - ????,iOS,N/A,100023,N/A
23,0.00,0.00,0.00,0.00,0.00,Action,Goo Lab,iOS,N/A,100024,N/A
24,0.00,0.00,0.00,0.00,0.00,Action,Mariappchi - mariachis confiables a domicilio,iOS,N/A,100025,N/A
25,0.00,0.00,0.00,0.00,0.00,Shooter,Omega Race,2600,CBS Electronics,100026,1982
26,0.00,0.00,0.00,0.00,0.00,Role-Playing,Veil of Darkness,PC,SSI,100027,1992
27,0.00,0.00,0.00,0.00,0.00,Racing,lilt line,Wii,Gaijin Entertainment,100028,2010
28,0.00,0.00,0.00,0.00,0.00,Misc,Coloring MasterPiece,iOS,N/A,100029,N/A
29,0.00,0.00,0.00,0.00,0.00,Misc,Fueki Classic,iOS,N/A,100030,N/A
30,0.00,0.00,0.00,0.00,0.00,Action,Survival Cloud Island,iOS,N/A,100031,N/A
31,0.00,0.00,0.00,0.00,0.00,Simulation,Flutter: Butterfly Sanctuary,iOS,N/A,100032,N/A
32,0.00,0.00,0.00,0.00,0.00,Action,Amrita Lahari,iOS,N/A,100033,N/A
33,0.00,0.00,0.00,0.00,0.00,Action,Guess The Emoji : Emoji Pops,iOS,N/A,100034,N/A
34,0.00,0.00,0.00,0.00,0.00,Action,The Big Bertha Ibiza Casino - Free Carousel Slots,iOS,N/A,100035,N/A
35,0.00,0.00,0.00,0.00,0.00,Action,Adventure With Us,iOS,N/A,100036,N/A
36,0.00,0.00,0.00,0.00,0.00,Action,Rolling Ball Sky On Blocks - Tap From One To Other No Ads,iOS,N/A,100037,N/A
37,0.00,0.00,0.00,0.00,0.00,Action,"???? - ??????,??????????",iOS,N/A,100038,N/A
38,0.00,0.00,0.00,0.00,0.00,Action,Mega Casino VIP Black Premium - Gambler Slots Game,iOS,N/A,100039,N/A
39,0.00,0.00,0.00,0.00,0.00,Action,ShoesShopping,iOS,N/A,100040,N/A
40,0.00,0.00,0.00,0.00,0.00,Action,Starfield! -,iOS,N/A,100041,N/A
