,EU_Sales,Global_Sales,JP_Sales,NA_Sales,Other_Sales,genre,name,platform,publisher,rank,year
0,0.00,0.00,0.00,0.00,0.00,Action,Point I add one-Puzzle game,iOS,N/A,140001,N/A
1,0.00,0.00,0.00,0.00,0.00,Action,Rabbit Colorful Sticker,iOS,N/A,140002,N/A
2,0.00,0.00,0.00,0.00,0.00,Action,Adventure of House Escape - Abandoned School,iOS,N/A,140003,N/A
3,0.00,0.00,0.00,0.00,0.00,Action,Italtoys.it,iOS,N/A,140004,N/A
4,0.00,0.00,0.00,0.00,0.00,Action,Barbearia 2 irmos,iOS,N/A,140005,N/A
5,0.00,0.00,0.00,0.00,0.00,Misc,High Stakes Gambling,GB,Electro Brain,140006,1992
6,0.00,0.00,0.00,0.00,0.00,Sports,Major League Baseball 2K7,GBA,Take-Two Interactive,140007,2007
7,0.00,0.00,0.00,0.00,0.00,Misc,Anime Eikaiwa: Tondemo Nezumi Daikatsuyaku,PS2,Success,140008,2001
8,0.00,0.00,0.00,0.00,0.00,Adventure,Back to the Future: The Game - Episode I: It's About Time,PS3,Telltale Games,140009,2011
9,0.00,0.00,0.00,0.00,0.00,Misc,Dark Raider S,iOS,N/A,140010,N/A
10,0.00,0.00,0.00,0.00,0.00,Misc,Frog Tongue,iOS,N/A,140011,N/A
11,0.00,0.00,0.00,0.00,0.00,Action,Kahuna,iOS,N/A,140012,N/A
12,0.00,0.00,0.00,0.00,0.00,Action,3D Snow Plow Truck Parking - Real Winter Trucks & Car Driving Simulator Game,iOS,N/A,140013,N/A
13,0.00,0.00,0.00,0.00,0.00,Action,Strangest Places on Earth,iOS,N/A,140014,N/A
14,0.00,0.00,0.00,0.00,0.00,Action,Luxury Fa Fa Fa Slots Game - Spin And Win 777 Jackpot,iOS,N/A,140015,N/A
15,0.00,0.00,0.00,0.00,0.00,Action,Master-EKF,iOS,N/A,140016,N/A
16,0.00,0.00,0.00,0.00,0.00,Action,HexLogic - Lifegard,iOS,N/A,140017,N/A
17,0.00,0.00,0.00,0.00,0.00,Action,Fruit Art Nail Makeup,iOS,N/A,140018,N/A
18,0.00,0.00,0.00,0.00,0.00,Action,Momo Bird!,iOS,N/A,140019,N/A
19,0.00,0.00,0.00,0.00,0.00,Action,Archery Best Pro: Shooting of great Power again,iOS,N/A,140020,N/A
20,0.00,0.00,0.00,0.00,0.00,Action,vDesi Radio,iOS,N/A,140021,N/A
21,0.00,0.00,0.00,0.00,0.00,Action,Mehndi,iOS,N/A,140022,N/A
22,0.00,0.00,0.00,0.00,0.00,Action,West Internet,iOS,N/A,140023,N/A
23,0.00,0.00,0.00,0.00,0.00,Action,Offroad Crazy Taxi Driver 3D  Yellow Cab Service,iOS,N/A,140024,N/A
24,0.00,0.00,0.00,0.00,0.00,Action,Gravity Bounce Jumping,iOS,N/A,140025,N/A
25,0.00,0.00,0.00,0.00,0.00,Shooter,NARC,NES,Acclaim Entertainment,140026,1990
26,0.00,0.00,0.00,0.00,0.00,Platform,Alex Kidd in Miracle World,Wii,Sega,140027,2008
27,0.00,0.00,0.00,0.00,0.00,Puzzle,Puzzle Chronicles (PSP),PS3,Konami Digital Entertainment,140028,2010
28,0.00,0.00,0.00,0.00,0.00,Misc,Drawing Crisis - Monster Sweeper Game,iOS,Unknown,140029,2009
29,0.00,0.00,0.00,0.00,0.00,Strategy,Gangster Wars,iOS,N/A,140030,N/A
30,0.00,0.00,0.00,0.00,0.00,Action,Rollabear,iOS,N/A,140031,N/A
31,0.00,0.00,0.00,0.00,0.00,Simulation,Kitty Powers' Matchmaker,And,N/A,140032,N/A
32,0.00,0.00,0.00,0.00,0.00,Action,777 A Huge Diamond: Play Slots Machines,iOS,N/A,140033,N/A
33,0.00,0.00,0.00,0.00,0.00,Action,Online Radio S,iOS,N/A,140034,N/A
34,0.00,0.00,0.00,0.00,0.00,Action,Unican Fit Brunssum,iOS,N/A,140035,N/A
35,0.00,0.00,0.00,0.00,0.00,Action,777 A Caeasar God Slots Paradise Lucky Game - FREE Vegas Casino Game,iOS,N/A,140036,N/A
36,0.00,0.00,0.00,0.00,0.00,Action,????????-?????????????!-????,iOS,N/A,140037,N/A
37,0.00,0.00,0.00,0.00,0.00,Action,A Truck Racing Pro,iOS,N/A,140038,N/A
38,0.00,0.00,0.00,0.00,0.00,Action,Emoji Bloque De Apilamiento Pro Mania,iOS,N/A,140039,N/A
39,0.00,0.00,0.00,0.00,0.00,Action,Dance Sound Design Vocals,iOS,N/A,140040,N/A
40,0.00,0.00,0.00,0.00,0.00,Action,Escape the 100 rooms - Doors games Challenge,iOS,N/A,140041,N/A
41,0.00,0.00,0.00,0.00,0.00,Action,VCHUI,iOS,N/A,140042,N/A
42,0.00,0.00,0.00,0.00,0.00,Action,Dereva,iOS,N/A,140043,N/A
43,0.00,0.00,0.00,0.00,0.00,Action,Car Breakdown,iOS,N/A,140044,N/A
44,0.00,0.00,0.00,0.00,0.00,Role-Playing,Senkaiden,WS,Namco Bandai Games,140045,2000
45,0.00,0.00,0.00,0.00,0.00,Adventure,Blue Toad Murder Files: The Mysteries of Little Riddle - Episode Five,PS3,Relentless Software,140046,2010
46,0.00,0.00,0.00,0.00,0.00,Puzzle,Ultimate College Hoops Trivia,iOS,Unknown,140047,2010
47,0.00,0.00,0.00,0.00,0.00,Action,maddition,iOS,N/A,140048,N/A
48,0.00,0.00,0.00,0.00,0.00,Action,High Burger,iOS,N/A,140049,N/A
49,0.00,0.00,0.00,0.00,0.00,Action,Super Bird: red,iOS,N/A,140050,N/A
50,0.00,0.00,0.00,0.00,0.00,Action,Tati Godoy,iOS,N/A,140051,N/A
51,0.00,0.00,0.00,0.00,0.00,Action,Ship Battle 2 - Naval Target PRO,iOS,N/A,140052,N/A
52,0.00,0.00,0.00,0.00,0.00,Action,Fantasy Twins Sweet Castle Beauty Makeup&Lovely Baby Care,iOS,N/A,140053,N/A
53,0.00,0.00,0.00,0.00,0.00,Action,Lighthouse Wallpapers,iOS,N/A,140054,N/A
54,0.00,0.00,0.00,0.00,0.00,Action,Cell-Cup,iOS,N/A,140055,N/A
55,0.00,0.00,0.00,0.00,0.00,Action,Three Restaurant & Bar,iOS,N/A,140056,N/A
56,0.00,0.00,0.00,0.00,0.00,Action,Candy Swap 2 Puzzle Frenzy Gummy,iOS,N/A,140057,N/A
57,0.00,0.00,0.00,0.00,0.00,Action,SLOTSTOWN -- FREE Amazing Casino Game!,iOS,N/A,140058,N/A
58,0.00,0.00,0.00,0.00,0.00,Action,Elevate SD,iOS,N/A,140059,N/A
59,0.00,0.00,0.00,0.00,0.00,Action,PriCall2,iOS,N/A,140060,N/A
60,0.00,0.00,0.00,0.00,0.00,Action,Best Meal Chinese Patchogue,iOS,N/A,140061,N/A
61,0.00,0.00,0.00,0.00,0.00,Action,Nit,iOS,N/A,140062,N/A
62,0.00,0.00,0.00,0.00,0.00,Action,Curry and Company,iOS,N/A,140063,N/A
63,0.00,0.00,0.00,0.00,0.00,Action,Manager - Pidamos Algo,iOS,N/A,140064,N/A
64,0.00,0.00,0.00,0.00,0.00,Platform,Miner 2049er,GB,Big Five Software,140065,1992
65,0.00,0.00,0.00,0.00,0.00,Shooter,Simple Characters 2000 Series Vol. 08: Gatchaman: The Shooting,PS,Namco Bandai Games,140066,2002
66,0.00,0.00,0.00,0.00,0.00,Adventure,Onedari Milky Pie,PC,Sekilala,140067,2005
67,0.00,0.00,0.00,0.00,0.00,Misc,Crosswords touch,iOS,N/A,140068,N/A
68,0.00,0.00,0.00,0.00,0.00,Strategy,Rock/Paper/Scissors,iOS,N/A,140069,N/A
69,0.00,0.00,0.00,0.00,0.00,Action,The Amazing Spider-Man (3DS & Wii Versions),Wii,Activision,140070,2012
70,0.00,0.00,0.00,0.00,0.00,Action,Flappy The Space Flyer,iOS,N/A,140071,N/A
71,0.00,0.00,0.00,0.00,0.00,Action,Braille Tutor,iOS,N/A,140072,N/A
72,0.00,0.00,0.00,0.00,0.00,Action,Old Vegas Lucky Play Slots - FREE Casino Machines,iOS,N/A,140073,N/A
73,0.00,0.00,0.00,0.00,0.00,Action,Kangaroo 5th grade math operations curriculum games for kids,iOS,N/A,140074,N/A
74,0.00,0.00,0.00,0.00,0.00,Action,Fairy Princess Unicorn Caring - Magic Pet Palace,iOS,N/A,140075,N/A
75,0.00,0.00,0.00,0.00,0.00,Action,Real Casino Huuuge Payout Las Vegas Spin & Win Double,iOS,N/A,140076,N/A
