,EU_Sales,Global_Sales,JP_Sales,NA_Sales,Other_Sales,genre,name,platform,publisher,rank,year
0,0.00,0.00,0.00,0.00,0.00,Action,An Explosive Chase Pro : Cars Crazy,iOS,N/A,20001,N/A
1,0.00,0.00,0.00,0.00,0.00,Action,Visit Lake Geneva,iOS,N/A,20002,N/A
2,0.00,0.00,0.00,0.00,0.00,Action,Astro Trek Adventure,iOS,N/A,20003,N/A
3,0.00,0.00,0.00,0.00,0.00,Action,Earth Hour Stickers,iOS,N/A,20004,N/A
4,0.00,0.00,0.00,0.00,0.00,Action,Myddelton,iOS,N/A,20005,N/A
5,0.00,0.00,0.00,0.00,0.00,Action,Photo Blender Mix Up: Create Cute Picture Collages,iOS,N/A,20006,N/A
6,0.00,0.00,0.00,0.00,0.00,Action,Silver Arrow Express,iOS,N/A,20007,N/A
7,0.00,0.00,0.00,0.00,0.00,Action,Nails By Jessica Cole???????,iOS,N/A,20008,N/A
8,0.00,0.00,0.00,0.00,0.00,Misc,Frog Feast,AJ,Chaos89,20009,2005
9,0.00,0.00,0.00,0.00,0.00,Action,Casper and the Ghostly Trio,PS2,Blast! Entertainment Ltd,20010,2007
10,0.00,0.00,0.00,0.00,0.00,Adventure,Outnumbered - 3D Multiplayer Survival,iOS,Unknown,20011,2009
11,0.00,0.00,0.00,0.00,0.00,Misc,Luck Monitor,iOS,N/A,20012,N/A
12,0.00,0.00,0.00,0.00,0.00,Action,Dexter the Game 2,iOS,N/A,20013,N/A
13,0.00,0.00,0.00,0.00,0.00,Action,The Amazing Spider-Man 2,iOS,N/A,20014,N/A
14,0.00,0.00,0.00,0.00,0.00,Action,??3D??,iOS,N/A,20015,N/A
15,0.00,0.00,0.00,0.00,0.00,Action,Monster Beans,iOS,N/A,20016,N/A
16,0.00,0.00,0.00,0.00,0.00,Action,An Wild Of Grand Texas,iOS,N/A,20017,N/A
17,0.00,0.00,0.00,0.00,0.00,Action,777 Amazing Carousel Slots Betting Slots - Loaded Slots Casino,iOS,N/A,20018,N/A
18,0.00,0.00,0.00,0.00,0.00,Action,Battle For Powerful Kingdom,iOS,N/A,20019,N/A
19,0.00,0.00,0.00,0.00,0.00,Action,WORLD  VACATION,iOS,N/A,20020,N/A
20,0.00,0.00,0.00,0.00,0.00,Action,360Camera,iOS,N/A,20021,N/A
21,0.00,0.00,0.00,0.00,0.00,Action,Dove Flyer,iOS,N/A,20022,N/A
22,0.00,0.00,0.00,0.00,0.00,Action,Kabinett,iOS,N/A,20023,N/A
23,0.00,0.00,0.00,0.00,0.00,Action,Blast Dash,iOS,N/A,20024,N/A
24,0.00,0.00,0.00,0.00,0.00,Action,Every Day Forward,iOS,N/A,20025,N/A
25,0.00,0.00,0.00,0.00,0.00,Action,Vita Nova,iOS,N/A,20026,N/A
26,0.00,0.00,0.00,0.00,0.00,Action,Chickamauga Lake  gps offline nautical charts,iOS,N/A,20027,N/A
