,EU_Sales,Global_Sales,JP_Sales,NA_Sales,Other_Sales,genre,name,platform,publisher,rank,year
0,0.00,0.00,0.00,0.00,0.00,Action,TEC 2016,iOS,N/A,70001,N/A
1,0.00,0.00,0.00,0.00,0.00,Action,Pokango,iOS,N/A,70002,N/A
2,0.00,0.00,0.00,0.00,0.00,Action,?????? for ????????,iOS,N/A,70003,N/A
3,0.00,0.00,0.00,0.00,0.00,Action,A Best Road Car : Accelerate Fast,iOS,N/A,70004,N/A
4,0.00,0.00,0.00,0.00,0.00,Action,Mecca Tourist Guide  Offline Map,iOS,N/A,70005,N/A
5,0.00,0.00,0.00,0.00,0.00,Action,Transport City Bus Simulator 3D,iOS,N/A,70006,N/A
6,0.00,0.00,0.00,0.00,0.00,Action,DA Bulletin,iOS,N/A,70007,N/A
7,0.00,0.00,0.00,0.00,0.00,Action,"Placerville Schools, CA",iOS,N/A,70008,N/A
8,0.00,0.00,0.00,0.00,0.00,Action,Ambulance Driving Simulator-First Aid Rescue Games,iOS,N/A,70009,N/A
9,0.00,0.00,0.00,0.00,0.00,Adventure,Myst,3DO,Micro Cabin,70010,1994
10,0.00,0.00,0.00,0.00,0.00,Adventure,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,PC,Humongous,70011,2000
11,0.00,0.00,0.00,0.00,0.00,Misc,Card Shuffle,iOS,N/A,70012,N/A
12,0.00,0.00,0.00,0.00,0.00,Platform,MatchoNew,iOS,N/A,70013,N/A
13,0.00,0.00,0.00,0.00,0.00,Action,Farming USA,And,N/A,70014,N/A
14,0.00,0.00,0.00,0.00,0.00,Action,????-?????????????,iOS,N/A,70015,N/A
15,0.00,0.00,0.00,0.00,0.00,Action,An Amazing Deal Ace Casino Double - FREE Casino,iOS,N/A,70016,N/A
16,0.00,0.00,0.00,0.00,0.00,Action,Ace Slots Paradise Casino - Free Gambler Slot Machine,iOS,N/A,70017,N/A
17,0.00,0.00,0.00,0.00,0.00,Action,Antalya Turkey  City Travel Companion,iOS,N/A,70018,N/A
18,0.00,0.00,0.00,0.00,0.00,Action,New York City Travel Guide with Maps,iOS,N/A,70019,N/A
19,0.00,0.00,0.00,0.00,0.00,Action,Keyboard  Manga & Anime : Japanese Cartoon & Wallpaper Themes For Noragami,iOS,N/A,70020,N/A
20,0.00,0.00,0.00,0.00,0.00,Action,Tractor Sim 2016- real farm cultivation,iOS,N/A,70021,N/A
21,0.00,0.00,0.00,0.00,0.00,Action,Anime Manga TD of Legends Tower Defence Games Pro,iOS,N/A,70022,N/A
22,0.00,0.00,0.00,0.00,0.00,Action,Seven Wonder Photo frame - Best Photo Frame Editor,iOS,N/A,70023,N/A
